0,1
1.5281526,-0.43799558
0.035428848,-2.1471636
-6.6291394,1.2406031
-3.8470905,2.1456625
0.9633646,-4.4312716
-3.194491,-4.3535156
3.0733962,-2.6039164
2.9249728,-0.56035525
-5.1774874,-2.3781865
-4.405626,-1.2752888
-4.7060575,-2.8875754
-0.36129904,-1.8552982
1.9824798,-2.4756758
1.5941429,-1.1101731
-1.4357857,2.7481356
-4.8393493,0.34038806
-2.3506174,3.1757767
-1.6745902,3.5332215
2.6919289,0.9522068
-1.7523588,3.8081222
1.087779,-4.9046717
2.5717032,-3.0568018
3.1723151,-0.58893
0.014443632,-2.4241097
2.8811991,1.9378258
1.7744383,-0.5532902
-2.3975015,-1.4380784
0.051942673,0.44137985
-1.5476654,1.3991044
-4.9669065,3.0442262
-0.6573021,-1.5011079
2.5767214,-0.5921249
0.47440386,-2.6359274
3.0822155,-0.47998437
-4.093549,0.33035642
-5.434161,3.2191937
1.1655753,-2.0498905
0.7479111,-3.1367776
2.1475916,0.66732436
-0.19605832,-2.1853855
3.2986574,-0.5778908
1.0034645,3.4064503
0.42636073,1.829422
-1.9676983,2.6583886
0.03674816,-1.4416722
2.4405835,-1.6573306
-4.4726973,3.2531137
-0.24234508,-2.8815553
-1.7976542,0.28101766
1.2693533,-1.701481
-3.4991517,-2.0124338
-4.07242,0.48767525
-3.967362,-1.468929
0.9649528,-3.1785681
1.6135823,0.031466387
-0.25125715,-1.2107767
-2.0366912,-2.7977939
-4.6360474,-1.1974425
-0.33930683,-0.070676535
2.9375944,-0.59608686
-1.2122425,-4.133794
3.544672,0.41044787
0.6803914,-4.9297905
-4.0645533,2.236287
-1.3088676,3.3749502
1.812142,-2.928144
-3.7406747,2.4843493
-2.1644554,-0.8910401
-5.2233515,2.18328
2.767998,-2.5949898
-3.5062337,-2.4116004
-0.5392572,0.026134033
1.8413965,-1.6776732
1.6253986,0.1477363
-2.4105806,-1.5515103
-2.177556,-4.7495728
2.6168323,-0.57316333
2.1883016,2.1564925
3.280201,-0.59277153
-2.5793698,-1.4123273
-3.170103,2.2142496
-5.536776,0.17894699
2.6227381,3.4242482
-2.4316506,-0.64383644
-2.6944666,-3.0893614
2.9564657,-0.558699
2.6794536,1.7536132
2.4014702,2.7809987
2.2373886,2.6270056
3.1401446,-0.5944874
1.4068279,-1.484559
3.6289651,0.35657847
-0.22704466,-0.7583097
-4.069711,-1.8513287
3.7757363,2.3281696
3.153578,-0.5803091
-1.8610415,1.2796203
-2.4102921,-1.6497037
0.39931023,-0.11789641
1.1492999,-0.79834515
3.158483,0.28275073
-2.619568,-1.4121703
4.388587,0.009687882
1.8502238,-1.4429299
-1.9507446,5.031883
2.8945513,-1.1143533
3.0918489,-0.5611942
-5.3393235,-2.970978
0.728242,-3.6531916
-6.5887103,-1.5707762
-2.392463,-0.9376764
-3.1154542,-2.7331023
-2.6088247,-4.0363917
-2.555507,-2.9720247
-5.2170315,-2.514481
3.116423,-2.48747
-1.9187582,-0.6210423
2.1429923,-1.0563768
-0.32871175,-1.2021878
1.4354792,1.9911993
2.277556,-0.4955614
-1.6424702,-1.708621
-1.4085786,-0.7941642
3.1867886,-0.58716214
-1.6500444,-1.1565074
2.8740313,0.25375488
-2.1022358,-4.673222
2.2560825,2.4539196
-4.653609,3.7581213
-4.0750227,-2.8253407
3.3295095,-0.10959157
-2.537966,-1.7651927
